"location_name","city","reviewer_name","review_date","star_rating","review_text","owner_response","review_url"
"Los Tres Amigos Livonia","Livonia","Chris Gamvino","2019-04-02","3","","Hello Chris, thank you for visiting us. Have a wonderful day.",""
"Los Tres Amigos Livonia","Livonia","Allie Hartom","2019-04-02","4","Great staff and food","Hello Allie, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Lansing","Lansing","Brian","2019-04-02","5","","Hi Brian! We're glad to hear you enjoyed your time with us! Thanks for stopping by!",""
"Los Tres Amigos Lansing","Lansing","Keith Sehl","2019-04-02","5","","Hello Keith, thank you so much for visiting us. Hopefully you will come back soon.",""
"Los Tres Amigos Farmington","Farmington","Kathryn E","2019-04-02","5","It's a very nice restaurant.","Hello Kathryn, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Plymouth","Plymouth","Christian H. Beltrame","2019-04-02","5","Good lunch","Hello Christian, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Plymouth","Plymouth","Srikanth Hari","2019-04-02","5","Excellent service and great food","Hello Srikanth, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos West Jackson","Jackson","Melissa Aija","2019-04-02","5","They have an amazing fish dish in a wine sauce. Really recommend it with rice","Hello Melissa, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Owosso","Owosso","Vick Mar","2019-04-03","4","I like the food, I almost always get it to go. I order  a margarita to drink while I wait. This time I was asked if I wanted an extra shot for a medium size margarita and I said no ( I say medium because it’s not the smallest or the larges but it’s pretty large). I would’ve thought when you buy the larger size margarita it has a little more tequila. Apparently it doesn’t. I couldn’t taste any tequila. I only tasted the sour mix. So I asked for another shot. It ended up being a $21 margarita with two shots of Jose Cuervo.  Margarita sure wasn’t as good as I remember it. Hopefully the food is  because that one drink was eight dollars more than my dinner.","Hello Mary, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZbE9xTXRRRRAB"
"Los Tres Amigos Mason","Mason","Danielle Hill","2019-04-03","5","Always great and consistently delicious. Two years later - still amazing!","Hello Danielle, we are glad that you had a good experience. We hope you visit us again soon.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZNUlxWkpBEAE"
"Los Tres Amigos Jackson","Jackson","Aaron Funchion","2019-04-03","5","","Hello Aaron, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZNUs3b2VBEAE"
"Los Tres Amigos Holt","Holt","Thomas Hengstebeck","2019-04-03","4","","Hello Thomas, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZeElIOGJREAE"
"Los Tres Amigos Chelsea","Chelsea","Beth Mattison","2019-04-03","5","Good food. Good prices. Good service.","Hello Beth, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Canton","Canton","Jason Pravic","2019-04-03","5","10 of 10 would smash again","Hello, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos West Jackson","Jackson","Jacalyn Zills","2019-04-03","4","","Hello Jacalyn, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos West Jackson","Jackson","Bradley Harrison","2019-04-03","5","","Hello Bradley, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Mason","Mason","Robert J","2019-04-04","3","","Hello Robert, thank you for visiting us. Have a wonderful day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZdE1QcFZREAE"
"Los Tres Amigos Jackson","Jackson","Mike Sulski","2019-04-04","4","","Hello Mike, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZMUwzcVR3EAE"
"Mi Lindo San Blas Detroit","Detroit","Clayton Prater","2019-04-04","3","Not my cup of tea. Service was excellent!","Hello Clayton, thank you for visiting us. Have a wonderful day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZOUp6eGJ3EAE"
"Los Tres Amigos Livonia","Livonia","Judie Lemus","2019-04-04","5","God their food is so good a little pricey though","Hello Judie, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Livonia","Livonia","Jennifer Thomas","2019-04-04","4","Nice place.  The food was pretty good.","Hello Jennifer, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Livonia","Livonia","lockboy91","2019-04-04","1","I will not be recommending this place. To start with, the silverware was filthy. My fork actually had hardened food smeared on it. How hard is it to have clean silverware??? Secondly, the food tasted lame. Very bland. If your'e paying for a meal, it ought to taste good. The place looks great, but who cares about decor if they're serving up  one star quality. This place was not a good experience. Live and learn!","Hello Lockboy, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.",""
"Los Tres Amigos Livonia","Livonia","Cameron Kolliker","2019-04-04","5","","Hello Cameron, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Livonia","Livonia","Mary-Jane Neill","2019-04-04","1","nice decor but dirty.  dirty silverware. chicken not right.  waiter didn't give drink menu.rushed order.   fried ice cream was NOT...it was like a sunday... ice cream rolled in a few whole cornflakes not fried topped with whipped cream to hide it with chocolate sauce and sprinkles...no honey no cherry.  2nd time there and it's worse.  need more attentive waiters and clean it up and fix the food.","Hello Mary, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.",""
"Los Tres Amigos Farmington","Farmington","Nicole Cubic","2019-04-04","3","","Hello Nicole, thank you for visiting us. Have a wonderful day.",""
"Los Tres Amigos West Jackson","Jackson","Steve Beaman","2019-04-04","5","","Hello Steve, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Jackson","Jackson","Bonnie Hunnaman","2019-04-05","4","Good food, prices aren't bad. Waitress could have been a little more attentive.","Hello Bonnie, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZcktLWlRBEAE"
"Los Tres Amigos Holt","Holt","Ronda Auman","2019-04-05","5","Enjoy the food!😊","Hello Ronda, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZOVByYld3EAE"
"Los Tres Amigos Howell","Howell","Daniel Rowe","2019-04-05","5","2020 UPDATE- Totally different experience the last visit to Los Tres a total 180!!!! Excellent service and Delicious Food!!!

2019- rude hostess, bland food extremely long wait time. Terrible margarita  sent back twice with no alcohol whatsoever. Very disappointed","Hello Daniel, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZek1IUkN3EAE"
"Los Tres Amigos Howell","Howell","Karena Perry","2019-04-05","5","great chimmie","Hello Karena, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZcklqVVJBEAE"
"Los Tres Amigos Canton","Canton","Kayla Helzerman","2019-04-05","5","","Hello Kayla, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Farmington","Farmington","rahul lavate","2019-04-05","5","Good Mexican restaurant...","Hello Rahul, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Owosso","Owosso","Tara Worthington","2019-04-06","5","","Hello Tara, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZM05YWW9BRRAB"
"Los Tres Amigos Mason","Mason","Jerry Ward","2019-04-06","1","Awful. Wait staff overwhelmed. Food was barely warm. That was my last time in there.","Hello Jerry, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZbk5HZTJnRRAB"
"Mi Lindo San Blas Detroit","Detroit","Chris Douglas","2019-04-06","5","","Hello Chris, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZM0lILWFBEAE"
"Mi Lindo San Blas Detroit","Detroit","Diana Rosario","2019-04-06","1","After not going there over 1 year i place a to go order and i get home and its wrong. A reminder of why i stopped coming here.","Hello Diana, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZckltaDZBRRAB"
"Los Tres Amigos Holt","Holt","Seth Perry","2019-04-06","5","","Hello Seth, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZN1BPU21nRRAB"
"Los Tres Amigos Howell","Howell","J Wright","2019-04-06","4","Better than any other place around here.","Hello J, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZM0p2THhRRRAB"
"Los Tres Amigos Chelsea","Chelsea","Becky Smiedendorf","2019-04-06","1","","Hello Rebecca, we are sorry to know that you didn't have a good experience in your last visit. We hope you give us another chance.",""
"Los Tres Amigos Lansing","Lansing","Ron McLouth","2019-04-06","5","If you eat here ask to be seated with Alex.  He is one of the best servers I've ever had.","Hello Ron, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Canton","Canton","Chaotic Wolf","2019-04-06","2","","Hello Chaotic, we are sorry to know that you didn't have a good experience in your last visit. We hope you give us another chance.",""
"Los Tres Amigos Michigan Center","Michigan Center","Solar Panel","2019-04-06","2","Horrible food.  Good service.","Hello Solar, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.",""
"Los Tres Amigos Holt","Holt","Bruce Grades","2019-04-07","4","It' was delicious","Hello Bruce, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZX1BySU93EAE"
"Los Tres Amigos Howell","Howell","Bj Fulford","2019-04-07","5","","Hello Bj, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZdk1MTXJnRRAB"
"Los Tres Amigos Livonia","Livonia","Samantha Holcomb","2019-04-07","4","Food was average. Service was great even during dinner rush. Staff was friendly and patient with us as we couldn't make up our minds! Would go here again","Hello Samantha, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Lansing","Lansing","Angela Barnes","2019-04-07","5","Great food!","Hello Angela, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Lansing","Lansing","Madeleine Howard","2019-04-07","4","","Hello Madeleine, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Lansing","Lansing","vergil harns","2019-04-07","5","","Hello Space, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Lansing","Lansing","Nacsha Ealy Green","2019-04-07","4","","Hello Nacsha, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Lansing","Lansing","Matt Scholten","2019-04-07","4","","Hello Matt, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Canton","Canton","Jason Lieser","2019-04-07","5","Great food and service!  Enchiladas Suizas are my go to pick. The tacos de carne asada was great tonight! And the salsa/chips are always on point.","Thank you, Jason, for your feedback. We appreciate your support and are glad to hear you enjoyed the enchiladas suizas and tacos de carne asada!",""
"Los Tres Amigos Canton","Canton","shyam patel","2019-04-07","4","","Hello Shyam, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Canton","Canton","David Stanis","2019-04-07","3","","Hello David, thank you for visiting us. Have a wonderful day.",""
"Los Tres Amigos West Jackson","Jackson","Sarai Mata","2019-04-07","4","","Hello Sarai, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Mi Lindo San Blas Detroit","Detroit","Gabriela Melendez","2019-04-08","3","","Hello Gabriela, thank you for visiting us. Have a wonderful day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZa29Ud1NnEAE"
"Mi Lindo San Blas Detroit","Detroit","Antony Cano","2019-04-08","2","","Hello Antony, we are sorry to know that you didn't have a good experience in your last visit. We hope you give us another chance.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZb3RPSGJREAE"
"Los Tres Amigos Holt","Holt","michigan mom","2019-04-08","5","Food was good service is great and they are quick to serve you","Hello, we are glad that you had a good experience. We hope you visit us again soon.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZNHR1YXVRRRAB"
"Los Tres Amigos Chelsea","Chelsea","Joe Smalley","2019-04-08","4","Good service during rush hours and quick food as well as good prices for what you get.","Hello Joe, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Canton","Canton","Nathaniel Hogue","2019-04-08","5","","Thank you, Nathaniel! We're delighted to see your positive rating. It's wonderful to know we're doing our job right. We reckon you had a great dining experience with us. It's our aim to make each visit enjoyable and seem like you had just that. We hope to serve you again soon. Thanks again for taking the time to leave your feedback.",""
"Los Tres Amigos Farmington","Farmington","Heba Hakim","2019-04-08","4","Good food, fast and friendly service.","Hello Heba, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Farmington","Farmington","Raghad Balo","2019-04-08","5","","Hello Raghad, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Plymouth","Plymouth","Prasanth Ganesan","2019-04-08","4","Tender meat with a delicious sauce. 3 dollar small margaritas for lunch as well. Would definitely come back to try their dessert next time.","Hello Prasanth, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Holt","Holt","Julie Klotz","2019-04-09","5","Nice atmosphere, good service, great food.","Hello Julie, we are happy to hear that you had a good experience. Come back soon.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZOHFDTWpnRRAB"
"Los Tres Amigos Chelsea","Chelsea","Camille Elliott","2019-04-09","5","","Hello Camille, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Lansing","Lansing","Rob Fekete","2019-04-09","4","(Translated by Google) Eat more tacos!

(Original)
comer mas tacos!","Hello Rob, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Lansing","Lansing","Weston Lindberg","2019-04-09","5","","Hello Weston, thank you so much for visiting us. Hopefully you will come back soon.",""
"Los Tres Amigos Plymouth","Plymouth","Jacob Tropiano","2019-04-09","5","","Hello Jacob, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Michigan Center","Michigan Center","Jessie Tyler","2019-04-09","5","Great place to eat, Very good food not to expensive.","Hello William, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Owosso","Owosso","Cindy Wilson","2019-04-10","2","Garlic was raw, not cooked in butter sauce as menu stated, wascworst meal we have had there","Hello Cindy, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZcW95Z1VBEAE"
"Mi Lindo San Blas Detroit","Detroit","Alex Hernandez","2019-04-10","5","","Hello Alex, we are glad that you had a good experience. We hope you visit us again soon.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZOHVuWm93RRAB"
"Los Tres Amigos Howell","Howell","Sherri Glatz","2019-04-10","4","","Hello Sherri, we are glad that you had a good experience. We hope you visit us again soon.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZeXRYRjF3RRAB"
"Los Tres Amigos Livonia","Livonia","Laticia Grant","2019-04-10","4","","Thank you, Laticia, for sharing your experience! We're glad you enjoyed your visit and appreciate your support. Hope to see you again soon!",""
"Los Tres Amigos Lansing","Lansing","Dean Hartin","2019-04-10","5","","Hello Dean, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Plymouth","Plymouth","Ken Strohschein","2019-04-10","2","","Hello Ken, we are sorry to know that you didn't have a good experience in your last visit. We hope you give us another chance.",""
"Los Tres Amigos Owosso","Owosso","Edward Doyle","2019-04-11","3","Servers are good but food is only average","Hello Edward, thank you for visiting us. Have a wonderful day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZcXBlODhnRRAB"
"Los Tres Amigos Jackson","Jackson","Jessica Jacobs","2019-04-11","5","","Hello Jessica, we are glad that you had a good experience. We hope you visit us again soon.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZMm9xQUZnEAE"
"Los Tres Amigos Livonia","Livonia","Nicholas Schenk","2019-04-11","3","","Hello Nicholas, thank you for visiting us. Have a wonderful day.",""
"Los Tres Amigos Livonia","Livonia","Jason Boyce","2019-04-11","4","Great atmosphere. Great food.","Hello Jason, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Livonia","Livonia","Keith Walker","2019-04-11","4","Excellent food.  Quality Service.","Hello Keith, thank you so much for visiting us. Hopefully you will come back soon.",""
"Los Tres Amigos Farmington","Farmington","Shawn B","2019-04-11","5","Great service and the food was ready in 10 minutes!","Hello Shawn, thank you so much for visiting us. Hopefully you will come back soon.",""
"Los Tres Amigos Plymouth","Plymouth","Sharon Lucas","2019-04-11","4","Nice chips and salsa and good fajitas. Service was a little slow but I'll forgive that.","Hello Sharon, thank you so much for visiting us. Hopefully you will come back soon.",""
"Los Tres Amigos West Jackson","Jackson","Ed Tripp JR","2019-04-11","2","","Hello Ed, we are sorry to know that you didn't have a good experience in your last visit. We hope you give us another chance.",""
"Los Tres Amigos Owosso","Owosso","fucyou doe","2019-04-12","5","We like their food and their service great place to eat","Hello, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZb1pPWFVREAE"
"Los Tres Amigos Owosso","Owosso","j w","2019-04-12","1","Foods to greasy","Hello James, we are really sorry to hear what happened to your food, we will check into it. We hope you give us another chance.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZd2FYenRnRRAB"
"Los Tres Amigos Mason","Mason","Jamie Warfield","2019-04-12","4","","Hello Jamie, we are glad that you had a good experience. We hope you visit us again soon.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZd2NPY2tBRRAB"
"Los Tres Amigos Holt","Holt","Susie Gray","2019-04-12","5","","Hello Susie, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZb1ltdzBBRRAB"
"Los Tres Amigos Holt","Holt","Jamie Warfield","2019-04-12","4","","Hello Jamie, thank you so much for visiting us. Hopefully you will come back soon.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZd2NPMFZnEAE"
"Los Tres Amigos Holt","Holt","Jess “DeltaM” Davenport","2019-04-12","4","","Hello Jeffrey, we are happy to hear that you had a good experience. Come back soon.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZd2Fta3NRRRAB"
"Los Tres Amigos Holt","Holt","Deb Fett","2019-04-12","3","","Hello Deb, thank you for visiting us. Have a wonderful day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZd2U3Nm93RRAB"
"Los Tres Amigos Livonia","Livonia","Jose Carrion","2019-04-12","5","","Hello Jose, thank you so much for visiting us. Hopefully you will come back soon.",""
"Los Tres Amigos Canton","Canton","DoubleA-Ron","2019-04-12","5","Love this place! Every time my wife when I go here, I get the polo Toluca. the service is great the chips and salsa are fresh and hot","Hello Aju, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Plymouth","Plymouth","Rod Smith","2019-04-12","5","Love this place!!!","Hello Rob, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos West Jackson","Jackson","Marie Gail LaVasseur","2019-04-12","5","","Hello Marie, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Owosso","Owosso","Lenore Vanhorn","2019-04-13","1","Will not go back. Took too long and did not care for food. Tamales were huge amount of doe, not good.","Hello Lenore, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZNGRPZWJREAE"
"Los Tres Amigos Livonia","Livonia","Mrs G Warren","2019-04-13","4","Enjoyed a nice, relaxing, and delicious meal with family. Service was great and food was tasty.","Hello Warren, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Lansing","Lansing","Maria Mendia","2019-04-13","1","","Hello Maria, we are sorry to know that you didn't have a good experience in your last visit.  We hope you give us another chance.",""
"Los Tres Amigos Canton","Canton","Jeri Sams","2019-04-13","1","","Hello Jeri, we are sorry to know that you didn't have a good experience in your last visit. We hope you give us another chance.",""
"Los Tres Amigos Michigan Center","Michigan Center","brady brooks","2019-04-13","5","","Hello Brady, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Owosso","Owosso","Michael Dodder","2019-04-14","5","Very good food; authentic and very nice atmosphere.","Hello Michael, we are glad that you had a good experience. We hope you visit us again soon.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZcVlxa21RRRAB"
"Los Tres Amigos Mason","Mason","James Ellis","2019-04-14","5","","Hello James, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZeWNlTHN3RRAB"
"Los Tres Amigos Jackson","Jackson","Luke Kurfess","2019-04-14","5","","Hello Luke, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZeVpldGl3RRAB"
"Los Tres Amigos Jackson","Jackson","James Hamblen","2019-04-14","4","","Hello James, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZeWU3NDBRRRAB"
"Los Tres Amigos Holt","Holt","Craig Dodge","2019-04-14","4","Pretty decent food. Very attentive service.","Hello Craig, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZOGRYNnlBRRAB"
"Los Tres Amigos Howell","Howell","Mark Fry","2019-04-14","1","Food suck. Service  was horrible   would not go back if you paid me","Hello Mark, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZeVlmdGFBEAE"
"Los Tres Amigos Howell","Howell","Alicia","2019-04-14","5","","Hello Alicia, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZaWVlRVN3EAE"
"Los Tres Amigos Howell","Howell","Cindy Jurosek","2019-04-14","3","","Hello Cindy, thank you for visiting us. Have a wonderful day.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ0FnSUNZOGZUQ0NREAE"
"Los Tres Amigos Livonia","Livonia","Oliver A. Arias Stephan","2019-04-14","4","","Hello Oliver, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Chelsea","Chelsea","Sheila Cole","2019-04-14","5","Love the food!!A Must Have- Fried Ice Cream for dessert","Hello Sheila, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Lansing","Lansing","Nicole","2019-04-14","3","","Hello Nicole, thank you for visiting us. Have a wonderful day.",""
"Los Tres Amigos Canton","Canton","amber roll","2019-04-14","5","Yummy food","Hello Amber, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Canton","Canton","Tony Russo","2019-04-14","5","","Hello Tony, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Canton","Canton","Mary flook","2019-04-14","5","It was a great place to eat
Thanks","Hello Mary, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Farmington","Farmington","Sreenidhi GSD","2019-04-14","4","","Hello Sreenidhi, thank you for the 4 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.",""
"Los Tres Amigos Michigan Center","Michigan Center","BarbaraJo Gorton-Zemer","2019-04-14","4","","Hello Barbara, we are glad that you had a good experience. We hope you visit us again soon.",""
"Mi Lindo San Blas Detroit","Detroit","Blas Gonzalez","2019-04-15","5","","Hello Blas, thank you for the 5 stars. We are happy to know that your last visit was a pleasant experience. Have a good day.","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VJQ0FnSUNZcVptNDN3RRAB"
"Los Tres Amigos Livonia","Livonia","Jillian Marron","2019-04-15","1","Chips were cold and stale complained n we got more cold stale chips.  food took forever even tho we were one of two tables during dinner rush and food was barely warm... Food was quite possibly the worst mexican ever. Super disappointing cuz i havent had mexican in so long im sad now....","Hello Jillian, we are sorry to know that you didn't have a good experience in your last visit. We will contact the manager to be sure that this doesn't happen again. We hope you give us another chance.",""
"Los Tres Amigos Livonia","Livonia","Kim Reed","2019-04-15","4","","Hello Kim, we are happy to hear that you had a good experience. Come back soon.",""
"Los Tres Amigos Canton","Canton","Brian Patterson","2019-04-15","5","Always great food here. Love the salmon fajitas.","Hello Brian, we are glad that you had a good experience. We hope you visit us again soon.",""
"Los Tres Amigos Canton","Canton","Joe Stevens","2019-04-15","4","","Hello Joe, we are happy to hear that you had a good experience. Come back soon.",""
